Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,SO2,PM10,PM25,NO2
12/30/2020,72,PM2.5,Pala Airpad,06-073-1201,AQS,.,37,.,.,72,.
12/31/2020,82,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AQS,.,38,.,.,82,.
01/01/2021,92,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AirNow,,39,,,92,
01/02/2021,61,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AirNow,,42,,,61,
01/03/2021,63,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AirNow,,42,,,63,
01/04/2021,58,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AirNow,,40,,,58,
01/05/2021,66,PM2.5,Donovan,06-073-1014,AirNow,,40,,,66,
01/06/2021,73,PM2.5,Donovan,06-073-1014,AirNow,,39,,,73,
01/07/2021,67,PM2.5,Donovan,06-073-1014,AirNow,,39,,,67,
01/11/2021,44,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AirNow,,42,,,44,
01/12/2021,48,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AirNow,,45,,,48,
01/13/2021,53,PM2.5,Donovan,06-073-1014,AirNow,,43,,,53,
01/14/2021,49,PM2.5,Camp Pendleton,06-073-1008,AirNow,,40,,,49,
01/15/2021,44,Ozone,Alpine,06-073-1006,AirNow,,44,,,30,
01/16/2021,55,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AirNow,,51,,,55,
01/17/2021,59,PM2.5,San Diego - Sherman Elementary School,06-073-1026,AirNow,,45,,,59,
01/18/2021,52,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AirNow,,44,,,52,
01/19/2021,40,Ozone,Alpine,06-073-1006,AirNow,,40,,,36,
01/20/2021,38,Ozone,Alpine,06-073-1006,AirNow,,38,,,25,
01/21/2021,36,Ozone,Alpine,06-073-1006,AirNow,,36,,,30,
01/22/2021,42,PM2.5,Donovan,06-073-1014,AirNow,,37,,,42,
01/23/2021,34,Ozone,Alpine,06-073-1006,AirNow,,34,,,23,
01/24/2021,40,Ozone,Chula Vista,06-073-0001,AirNow,,40,,,31,
01/25/2021,42,Ozone,Chula Vista,06-073-0001,AirNow,,42,,,20,
01/26/2021,40,Ozone,Alpine,06-073-1006,AirNow,,40,,,30,
01/27/2021,41,Ozone,Alpine,06-073-1006,AirNow,,41,,,39,
01/28/2021,46,PM2.5,Donovan,06-073-1014,AirNow,,40,,,46,
01/29/2021,37,Ozone,Chula Vista,06-073-0001,AirNow,,37,,,22,
01/30/2021,58,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AirNow,,41,,,58,
01/31/2021,54,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AirNow,,41,,,54,
02/01/2021,56,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AirNow,,35,,,56,
02/02/2021,55,PM2.5,Donovan,06-073-1014,AirNow,,35,,,55,
02/03/2021,63,PM2.5,Donovan,06-073-1014,AirNow,,38,,,63,
02/04/2021,54,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AirNow,,43,,,54,
02/05/2021,60,PM2.5,Donovan,06-073-1014,AirNow,,48,,,60,
02/06/2021,62,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AirNow,,58,,,62,
02/07/2021,77,Ozone,Alpine,06-073-1006,AirNow,,77,,,74,
02/08/2021,65,PM2.5,Donovan,06-073-1014,AirNow,,51,,,65,
02/09/2021,60,PM2.5,Donovan,06-073-1014,AirNow,,40,,,60,
02/10/2021,43,PM2.5,Donovan,06-073-1014,AirNow,,43,,,43,
02/11/2021,56,PM2.5,Donovan,06-073-1014,AirNow,,48,,,56,
02/12/2021,43,PM2.5,El Cajon - Lexington Elementary School,06-073-1022,AirNow,,37,,,43,
02/13/2021,41,PM2.5,Donovan,06-073-1014,AirNow,,38,,,41,
02/14/2021,42,Ozone,Alpine,06-073-1006,AirNow,,42,,,39,
02/15/2021,51,PM2.5,Donovan,06-073-1014,AirNow,,40,,,51,
02/16/2021,40,Ozone,Alpine,06-073-1006,AirNow,,40,,,31,
02/17/2021,56,PM2.5,Donovan,06-073-1014,AirNow,,46,,,56,
02/18/2021,43,Ozone,Alpine,06-073-1006,AirNow,,43,,,34,
02/19/2021,48,Ozone,Alpine,06-073-1006,AirNow,,48,,,43,
02/20/2021,57,PM2.5,Donovan,06-073-1014,AirNow,,44,,,57,
02/21/2021,44,Ozone,Alpine,06-073-1006,AirNow,,44,,,33,
02/22/2021,44,Ozone,Alpine,06-073-1006,AirNow,,44,,,34,
02/23/2021,61,Ozone,Alpine,06-073-1006,AirNow,,61,,,59,
02/24/2021,71,Ozone,Alpine,06-073-1006,AirNow,,71,,,54,
02/25/2021,63,PM2.5,Donovan,06-073-1014,AirNow,,49,,,63,
02/26/2021,83,PM2.5,Donovan,06-073-1014,AirNow,,67,,,83,
02/27/2021,74,PM2.5,Donovan,06-073-1014,AirNow,,74,,,74,
02/28/2021,45,Ozone,Alpine,06-073-1006,AirNow,,45,,,40,
03/01/2021,46,Ozone,Alpine,06-073-1006,AirNow,,46,,,33,
03/02/2021,50,Ozone,Alpine,06-073-1006,AirNow,,50,,,33,
03/03/2021,48,PM2.5,Donovan,06-073-1014,AirNow,,44,,,48,
03/04/2021,47,Ozone,Alpine,06-073-1006,AirNow,,47,,,17,
03/05/2021,50,Ozone,Alpine,06-073-1006,AirNow,,50,,,41,
03/06/2021,47,Ozone,Alpine,06-073-1006,AirNow,,47,,,35,
03/07/2021,44,Ozone,Alpine,06-073-1006,AirNow,,44,,,29,
03/08/2021,48,Ozone,Alpine,06-073-1006,AirNow,,48,,,28,
03/09/2021,44,Ozone,Chula Vista,06-073-0001,AirNow,,44,,,29,
03/10/2021,44,Ozone,Kearny Villa Rd.,06-073-1016,AirNow,,44,,,20,
03/11/2021,45,Ozone,Chula Vista,06-073-0001,AirNow,,45,,,15,
03/12/2021,47,Ozone,Chula Vista,06-073-0001,AirNow,,47,,,13,
03/13/2021,43,Ozone,Camp Pendleton,06-073-1008,AirNow,,43,,,39,
03/14/2021,46,Ozone,Alpine,06-073-1006,AirNow,,46,,,42,
03/15/2021,44,Ozone,San Diego - Sherman Elementary School,06-073-1026,AirNow,,44,,,21,
03/16/2021,44,Ozone,Alpine,06-073-1006,AirNow,,44,,,24,
03/17/2021,48,Ozone,Alpine,06-073-1006,AirNow,,48,,,28,
03/18/2021,58,Ozone,Alpine,06-073-1006,AirNow,,58,,,39,
03/19/2021,58,Ozone,Alpine,06-073-1006,AirNow,,58,,,35,
03/20/2021,42,Ozone,Chula Vista,06-073-0001,AirNow,,42,,,23,
03/21/2021,48,Ozone,Alpine,06-073-1006,AirNow,,48,,,44,
03/22/2021,50,Ozone,Alpine,06-073-1006,AirNow,,50,,,48,
03/23/2021,44,Ozone,Alpine,06-073-1006,AirNow,,44,,,42,
03/24/2021,52,PM2.5,Donovan,06-073-1014,AirNow,,49,,,52,
